Título;Descrição IMDB;Gênero;Nota;Descrição
Before I Disappear;No ponto mais baixo de sua vida, Richie recebe uma ligação de sua irmã, pedindo que ele cuide de sua sobrinha de onze anos, Sophia, por algumas horas.;Aventura,Drama;7.2;em o ponto mais baixo de seu vida, Richie receber um ligação de seu irmã, pedir que ele cuidar de seu sobrinha de onze ano, Sophia, por algum hora.
Danos Colaterais;Um estranho solitário, seguro, com nervos de aço, tem de localizar e matar um Hitman desonesto para satisfazer uma dívida pendente.;Ação,Suspense;4.9;um estranho solitário, seguro, com nervo de aço, ter de localizar e matar um Hitman desonesto para satisfazer um dívida pendente.
Avalon;Uma família russa migrada para os EUA luta para se manter unida na nova terra e recuperar o que se perdeu.;Drama;7.2;um família russo migradar para o EUA lutar para se manter unir em o novo terra e recuperar o que se perder.
English Vinglish;Uma dona de casa calma e moderada sofre pequenos desprezos de seu marido e filha todos os dias devido à sua incapacidade de falar e entender inglês.;Comédia,Drama,Família;7.8;um dona de casa calmo e moderar sofrer pequeno desprezo de seu marido e filha todo o dia devido a o seu incapacidade de falar e entender inglês.
Strangers with Candy;Uma prequela da série aclamada pela crítica, com Jerri Blank, um ex-Junkie ex-presidência de 46 anos que retorna ao ensino médio, em uma tentativa de reiniciar sua vida.;Comédia;5.9;um prequela de o série aclamar por o crítico, com Jerri Blank, um ex-Junkie ex-presidência de 46 ano que retornar a o ensino médio, em um tentativa de reiniciar seu vida.
Rede de Corrupção;Orin Boyd, um policial rígido num distrito do centro da cidade descobre uma rede de policiais corruptos.;Ação,Policial,Suspense;5.6;Orin Boyd, um policial rígido em um distrito de o centro de o cidade descobrir um rede de policial corrupto.
Julieta dos Espíritos;Visões, memórias e misticismo ajudam uma mulher de 40 anos a encontrar forças para deixar seu marido infiel.;Comédia,Drama,Fantasia;7.5;visão, memória e misticismo ajudar um mulher de 40 ano a encontrar força para deixar seu marido infiel.
Atleta A;Os cineastas Bonni Cohen e Jon Shenk se aprofundam na denúncia de acobertamento de inúmeros casos de abuso sexual no mundo da ginástica.;Documentário,Policial,Esportes;7.6;o cineasta Bonni Cohen e Jon Shenk se aprofundir em o denúncia de acobertamento de inúmero caso de abuso sexual em o mundo de o ginástica.
Feio;O caso de uma garota desaparecida nos leva a uma jornada de ganância humana e escova os egos e as emoções reprimidas dos personagens.;Policial,Drama,Mistério;7.9;o caso de um garota desaparecer em o levar a um jornada de ganância humano e escova o ego e o emoção reprimir de o personagem.
O Diabo;Durante a invasão do exército prussiano para a Polônia em 1793, um jovem nobre polonês, Jakub é salvo da prisão por um estranho que deseja em troca de obter uma lista de seus colegas conspiradores.Após seu misterioso salvador em todo o país, Jakub vê o caos geral e a corrupção moral, incluindo a morte de seu pai e a traição de seu amigo que roubou oi ...;Drama,História,Terror;7.1;durante o invasão de o exército prussiano para o Polônia em 1793, um jovem nobre polonês, Jakub ser salvar de o prisão por um estranho que desejar em troca de obter um lista de seu colega conspirador. após seu misterioso salvador em todo o país, Jakub ver o caos geral e o corrupção moral, incluir o morte de seu pai e o traição de seu amigo que roubar oi...
Reação em Cadeia;Dois pesquisadores de um projeto de energia alternativa verde são colocados para correr, quando são acusados de assassinato e traição.;Ação,Drama,Ficção científica;5.6;dois pesquisador de um projeto de energia alternativa verde ser colocar para correr, quando ser acusar de assassinato e traição.
Fúria;Quando um prisioneiro acusado erroneamente mal sobrevive a um ataque da multidão de linchamentos e presume -se que ele decide, justificadamente, fingir sua morte e enquadrar a multidão por seu suposto assassinato.;Policial,Drama,Filme noir;7.9;quando um prisioneiro acusar erroneamente mal sobreviver a um ataque de o multidão de linchamento e presumir -se que ele decidir, justificadamente, fingir seu morte e enquadrar o multidão por seu suposto assassinato.
La soupe aux choux;2 Buddy Farmers são visitados por alienígenas que gostam de sua sopa doméstica de repolho.;Comédia,Drama,Ficção científica;6.5;2 Buddy Farmers ser visitar por alienígena que gostar de seu sopa doméstico de repolho.
Invasão de Domicílio;As relações de um arquiteto paisagístico com um jovem ladrão fazem com que ele reavalie sua vida.;Policial,Drama,Romance;6.5;o relação de um arquiteto paisagístico com um jovem ladrão fazer com que ele reavaliar seu vida.
H2: Halloween 2;Laurie Strode luta para chegar a um acordo com o retorno mortal de seu irmão Michael a Haddonfield, Illinois, Enquanto isso, Michael se prepara para outra reunião com sua irmã.;Terror;4.8;Laurie Strode lutar para chegar a um acordo com o retorno mortal de seu irmão Michael a Haddonfield, Illinois, enquanto isso, Michael se preparar para outro reunião com seu irmã.
O Último Grande Herói;Com a ajuda de um bilhete mágico, um jovem fã de cinema é transportado para o mundo fictício de seu personagem de ação favorito.;Ação,Aventura,Comédia;6.4;com o ajuda de um bilhete mágico, um jovem fã de cinema ser transportar para o mundo fictício de seu personagem de ação favorito.
Muhsin Bey;Um comprovante engenhoso Ali Nazik migra para Istambul e conhece o produtor Muhsin Kanadikirik para ter seu primeiro álbum.;Comédia,Drama,Musical;8.5;um comprovante engenhoso Ali Nazik migrar para Istambul e conhecer o produtor Muhsin Kanadikirik para ter seu primeiro álbum.
Samaritana;"Jae-Young é uma prostituta amadora que dorme com homens enquanto seu melhor amigo Yeo-Jin ""a administra"", consertando datas, cuidando do dinheiro e garantindo que a costa esteja limpa.Quando Jae-Young se apaixona por um daqueles homens, ela suprime seus sentimentos em relação a ele em relação à amiga que está com ciúmes.Um dia, Yeo-jin falha ao fazer seu trabalho com vista para o escritório da polícia ...";Drama;7.0;Jae-Young ser um prostituta amadora que dormir com homem enquanto seu bom amigo Yeo-Jin « ela administrar «, consertar data, cuidar de o dinheiro e garantir que o costa estar limpa. quando Jae-Young se apaixonar por um de aquele homem, ela suprimir seu sentimento em relação a ele em relação a o amiga que estar com ciúme. um dia, Yeo-jin falha a o fazer seu trabalho com vista para o escritório de o polícia...
Trovão Azul;O piloto de teste de um helicóptero experimental da polícia descobre as implicações sinistras do novo veículo.;Ação,Policial,Drama;6.4;o piloto de teste de um helicóptero experimental de o polícia descobrir o implicação sinistro de o novo veículo.
O Túmulo Vazio;Um médico implacável e seu jovem estudante de prêmios se vêem continuamente assediados por seu fornecedor assassino de cadáveres ilegais.;Terror,Suspense;7.3;um médico implacável e seu jovem estudante de prêmio se ver continuamente assediar por seu fornecedor assassino de cadáver ilegal.
Um Retrato de Mulher;Quando um professor conservador se envolve em uma pequena aventura com uma mulher, ele fica imerso em um pesadelo de chantagem.;Policial,Drama,Filme noir;7.6;quando um professor conservador se envolver em um pequeno aventura com um mulher, ele ficar imerso em um pesadelo de chantagem.
Andrei Rublev;A vida, os tempos e as aflições do iconógrafo russo do século XV.;Biografia,Drama,História;8.0;o vida, o tempo e o aflição de o iconógrafo russo de o século xv.
Entre Deus e o Pecado;Burt Lancaster recebeu o Oscar de Melhor Ator por seu excelente desempenho como um detento que vira pregador nesta crítica provocante da corrupção religiosa. Estrelado por Jean Simmons e Shirley Jones.;Drama;7.7;Burt Lancaster receber o Oscar de Melhor ator por seu excelente desempenho como um detento que ver pregador em este crítico provocante de o corrupção religioso. estrelar por Jean Simmons e Shirley Jones.
Replicante;Os cientistas criam um clone genético de um assassino em série para ajudar a pegar o assassino, se unindo a dois policiais.;Ação,Ficção científica,Suspense;5.3;o cientista criar um clone genético de um assassino em série para ajudar a pegar o assassino, se unir a dois policial.
Operação França II;Popeye Doyle viaja para Marselha para encontrar Alain Charnier, o traficante de drogas que o enganou em Nova York.;Ação,Policial,Drama;6.7;Popeye Doyle viajar para Marselha para encontrar Alain Charnier, o traficante de droga que o enganar em Nova York.
The Pleasure Principle;Parte Drama de relacionamento e parte da comédia sexual segue um homem de meia idade que ama mulheres e sexo e não consegue parar de trapacear.Ele se divorcia de sua esposa irritada, mas depois trapaceia seus amantes.No entanto, um deles decide se unir.;Comédia,Drama,Romance;5.9;parte drama de relacionamento e parte de o comédia sexual seguir um homem de meia idade que amar mulher e sexo e não conseguir parar de trapacear. ele se divorciar de seu esposo irritado, mas depois trapacear seu amante. em o entanto, um de eles decidir se unir.
Simplesmente Feliz;Uma olhada em alguns capítulos da vida de Poppy, uma alegre e colorida professora do norte de Londres cujo otimismo tende a exasperar os que a rodeiam.;Comédia,Drama,Romance;7.0;um olhada em algum capítulo de o vida de Poppy, um alegre e colorir professora de o norte de Londres cujo otimismo tender a exasperar o que ela rodear.
Caçador de Morte;A implacável luta de um policial para tentar convencer a única testemunha de um crime a depor. O medo de represálias faz com que ela se cale, levando o agente da lei a quebrar suas próprias regras para alcançar seu objetivo.;Ação,Policial,Suspense;7.1;o implacável luta de um policial para tentar convencer o único testemunha de um crime a depor. o medo de represália fazer com que ela se calar, levar o agente de o lei a quebrar seu próprio regra para alcançar seu objetivo.
Haroldo Veloz;"Harold ""Speedy"" Swift, um fã de Babe Ruth e do New York Yankees, economiza da extinção o último carrinho puxado a cavalo da cidade, operado pelo avô de sua namorada.";Ação,Comédia,Família;7.6;Harold « Speedy « Swift, um fã de Babe Ruth e de o New York Yankees, economizar de o extinção o último carrinho puxar a cavalo de o cidade, operar por o avô de seu namorada.
Marujos do Amor;Um par de marinheiros de licença tenta ajudar um filme a se tornar uma estrela de canto.;Comédia,Fantasia,Musical;7.0;um par de marinheiro de licença tentar ajudar um filme a se tornar um estrela de canto.
Alguém tem que Ceder;Um homem com um gosto por mulheres jovens se apaixona por uma mulher perta de sua idade.;Comédia,Drama,Romance;6.7;um homem com um gosto por mulher jovem se apaixonar por um mulher perto de seu idade.
Lianna;Uma mulher feliz e casada passa a perceber de ser uma lésbica reprimida depois que ela tem um caso com uma professora universitária, e depois tenta aceitar seu novo estilo de vida.;Drama,Romance;6.9;um mulher feliz e casado passar a perceber de ser um lésbico reprimir depois que ela ter um caso com um professora universitário, e depois tentar aceitar seu novo estilo de vida.
Sonhos;Uma coleção de histórias baseadas nos sonhos reais do diretor Akira Kurosawa.;Drama,Fantasia;7.7;um coleção de história basear em o sonho real de o diretor Akira Kurosawa.
A Última Chance;Um perdedor de cidade pequena determina ter mais uma chance no grande momento ao vencer um jogo de futebol.;Comédia,Drama,Esportes;6.0;um perdedor de cidade pequeno determinar ter mais um chance em o grande momento a o vencer um jogo de futebol.
Golmaal 3;Em Goa, Pritam conhece seu amor Geeta depois de muitos anos.Eles decidem se casar, mas a briga entre seus respectivos filhos cria tensão em seu casamento.;Ação,Comédia,Drama;5.5;em Goa, Pritam conhecer seu amor Geeta depois de muito ano. eles decidir se casar, mas o briga entre seu respectivo filho criar tensão em seu casamento.
Os Bandidos de Milão;Um detetive é designado para chefiar uma caçada humana para quatro ladrões de bancos violentos.;Policial,Drama;7.1;um detetive ser designar para chefiar um caçada humano para quatro ladrão de banco violento.
Sem Medo de Viver;A personalidade de um homem muda drasticamente depois de sobreviver a um grave acidente aéreo.;Drama,Suspense;7.1;o personalidade de um homem mudar drasticamente depois de sobreviver a um grave acidente aéreo.
Delicatessen;Comédia surrealista pós-apocalíptica sobre um proprietário de apartamento que ocasionalmente prepara uma refeição para seus estranhos inquilinos.;Comédia,Policial;7.6;comédia surrealista pós-apocalíptico sobre um proprietário de apartamento que ocasionalmente preparar um refeição para seu estranho inquilino.
Pigmalião;Um especialista em fonéticos e dicção faz uma aposta que ele pode ensinar uma garota com flor de cockney a falar inglês adequado e passar como uma dama na alta sociedade.;Comédia,Drama,Romance;7.8;um especialista em fonético e dicção fazer um aposta que ele poder ensinar um garota com flor de cockney a falar inglês adequado e passar como um dama em o alto sociedade.
Projeto China;Lutando contra piratas, na virada do século 20, a marinha de Hong Kong está sendo totalmente vencida. Cabe ao sargento Lung resolver o problema com as próprias mãos.;Ação,Comédia;7.3;lutar contra pirata, em o virada de o século 20, o marinho de Hong Kong estar ser totalmente vencer. caber a o sargento Lung resolver o problema com o próprio mão.
Elegia da Luta;Durante a década de 1930, um adolescente anseia por uma garota católica, cujo único desejo é reformar suas tendências pecaminosas.Hormônios furiosos, o jovem canaliza sua luxúria insatisfeita na única saída disponível: violência selvagem e enlouquecida.;Ação,Comédia,Drama;6.9;durante o década de 1930, um adolescente ansear por um garota católico, cujo único desejo ser reformar seu tendência pecaminoso. hormônio furioso, o jovem canalizar seu luxúria insatisfeito em o único saída disponível : violência selvagem e enlouquecer.
Jogo de Cena;Após um anúncio de jornal, as mulheres comuns contam parte das suas histórias de vida ao director Eduardo Coutinho, que são depois recriadas pelas atrizes, esbatendo os limites entre verdade, ficção e performance.;Documentário,Drama;8.4;após um anúncio de jornal, o mulher comum contar parte de o seu história de vida a o director Eduardo Coutinho, que ser depois recriar por o atriz, esbater o limite entre verdade, ficção e performance.
Sete Dias com Marilyn;O Colin Clark documenta a interação entre o Oliver e a Marilyn Monroe durante a produção de O Príncipe Encantado.;Biografia,Drama;6.9;o Colin Clark documentar o interação entre o Oliver e o Marilyn Monroe durante o produção de o Príncipe Encantado.
High School Band;Um novo garoto na cidade reúne uma banda de rock incipiente - eles realizado seus sonhos e competem contra os melhores no maior evento do ano, uma batalha das bandas.;Comédia,Drama,Família;6.3;um novo garoto em o cidade reunir um banda de rock incipiente - eles realizar seu sonho e competir contra o bom em o grande evento de o ano, um batalha de o banda.
Gen Pés Descalços;Relata a história do efeito da bomba atômica na vida de uma criança e na vida do povo japonês.;Animação,Biografia,Drama;8.0;relatar o história de o efeito de o bomba atômico em o vida de um criança e em o vida de o povo japonês.
Sequestro;A tripulação de um cargueiro dinamarquês é sequestrada por piratas somalis, que começam a intensificar as negociações com as autoridades em Copenhague.;Drama,Suspense;7.1;o tripulação de um cargueiro dinamarquês ser sequestrar por pirata somali, que começar a intensificar o negociação com o autoridade em Copenhague.
A Semana da Minha Vida;Will é um adolescente transtornado que enfrenta um dilema: ir para um centro de detenção ou para um acampamento religioso. No acampamento, o garoto, que chega se sentindo um peixe fora d'água, descobre o amor com uma outra frequentadora.;Drama,Família,Musical;5.7;Will ser um adolescente transtornar que enfrentar um dilema : ir para um centro de detenção ou para um acampamento religioso. em o acampamento, o garoto, que chegar se sentir um peixe fora d'águo, descobrir o amor com um outro frequentadora.
Do leste;Uma olhada na vida na Europa Oriental após o colapso da União Soviética.;Documentário;7.2;um olhada em o vida em o Europa Oriental após o colapso de o União Soviética.
Brigada 49;Um bombeiro, ferido e preso em um prédio em chamas, tem flashbacks de sua vida enquanto entra e sai da consciência. Enquanto isso, outros bombeiros tentam resgatá-lo.;Ação,Drama,Suspense;6.5;um bombeiro, ferir e prender em um prédio em chama, ter flashback de seu vida enquanto entrar e sair de o consciência. enquanto isso, outro bombeiro tentar resgatar ele.
Coração de Caçador;Um relato pouco ficcional de um lendário diretor de cinema, cujo desejo de caçar um animal se transforma em uma situação sombria com sua equipe de cinema na África.;Aventura,Drama;6.5;um relato pouco ficcional de um lendário diretor de cinema, cujo desejo de caçar um animal se transformar em um situação sombrio com seu equipe de cinema em o África.
Le Donk & Scor-zay-zee;Rock Roadie, Le Donk, viveu, amou e aprendeu.Ao longo do caminho, ele perdeu uma namorada elegante, mas ganhou um ajudante, Scorz-Ayz-ee.Ele decide fazer de Scorz uma estrela com uma pequena ajuda dos macacos Artic.;Comédia;6.3;Rock Roadie, Le Donk, viver, amar e aprender. ao longo de o caminho, ele perder um namorada elegante, mas ganhar um ajudante, ScorzzA<UNK>z e. ele decidir fazer de Scorz um estrela com um pequeno ajuda de o macaco Artic.
Versos de um Crime;Em 1944, Allen Ginsberg está desejoso de se tornar um escritor, mas não se conforma com as regras que vai aprendendo na Universidade. Com Lucien Carr irá fundar um novo ramo da contra-cultura até um crime abalar a todos.;Biografia,Drama,Romance;6.4;em 1944, Allen Ginsberg estar desejoso de se tornar um escritor, mas não se conformar com o regra que ir aprender em o universidade. com Lucien Carr ir fundar um novo ramo de o contra-cultura até um crime abalar a todo.
Players Club;Uma mulher deve enfrentar strippers rival e seu chefe na tentativa de ganhar uma vida legítima.;Comédia,Drama;5.7;um mulher dever enfrentar stripper rival e seu chefe em o tentativa de ganhar um vida legítimo.
Bird on a Wire;As canções com voz de cascalho passeam pela mirante pelas caminhadas de vários locais europeus e é vista em shows.;Documentário,Musical;7.5;o canção com voz de cascalho passar por o mirante por o caminhada de vários local europeu e ser ver em show.
Cubo;Seis estranhos estão estacionados em diferentes pontos em um labirinto que contém armadilhas mortais.;Drama,Terror,Mistério;7.2;seis estranho estar estacionar em diferentes ponto em um labirinto que conter armadilha mortal.
Longe do Paraíso;Na década de 1950, Connecticut, uma dona de casa enfrenta uma crise no casamento e crescentes tensões raciais no mundo exterior.;Drama,Romance;7.3;em o década de 1950, Connecticut, um dona de casa enfrentar um crise em o casamento e crescente tensão racial em o mundo exterior.
Trabalho Sujo;Um perdedor tem sucesso no negócio de vingança por locação.;Comédia;6.4;um perdedor ter sucesso em o negócio de vingança por locação.
Plataforma do Medo;Preso em uma estação de metrô de Londres, uma mulher que está sendo perseguida por um potencial atacante entra no labirinto desconhecido de túneis sob as ruas da cidade.;Terror,Mistério,Suspense;5.6;prender em um estação de metrô de Londres, um mulher que estar ser perseguir por um potencial atacante entrar em o labirinto desconhecer de túnel sob o rua de o cidade.
Reflexos;Depois de se ver dirigindo pela rua, a radiologista Gina McVey desvenda um mistério centrado em um espelho quebrado.;Drama,Terror,Suspense;5.4;depois de se ver dirigir por o rua, o radiologista Gina McVey desvender um mistério centrar em um espelho quebrar.
Norm e os Invencíveis;Um urso polar viaja para Nova York para impedir os planos de construção de condomínios no Ártico, seu habitat natural.;Animação,Aventura,Comédia;3.4;um urso polar viajar para Nova York para impedir o plano de construção de condomínio em o Ártico, seu habitat natural.
Um Pouco de Caos;Dois talentosos paisagistas se enredam romanticamente enquanto constroem um jardim no palácio do rei Luís XIV em Versalhes.;Drama,Romance;6.4;dois talentoso paisagista se enredar romanticamente enquanto constroir um jardim em o palácio de o rei Luís xiv em Versalhes.
Alien Raiders;Um grupo entra em um supermercado no horário de fechamento, dispara e leva reféns.Eles acreditam que alienígenas chegaram lá então.Os policiais chegam lá fora.;Ação,Terror,Ficção científica;5.6;um grupo entrar em um supermercado em o horário de fechamento, disparar e levar refém. eles acreditar que alienígena chegar lá então. o policial chegar lá fora.
Um Ato de Coragem;John Quincy Archibald faz como refém um pronto-socorro de um hospital quando seu seguro não cobre o transplante de coração de seu filho.;Policial,Drama,Suspense;7.0;John Quincy Archibald fazer como refém um pronto-socorro de um hospital quando seu seguro não cobrir o transplante de coração de seu filho.
Igual a Tudo na Vida;Jerry Falk aprende uma lição da maneira mais difícil quando se apaixona pela bela, mas inconstante, Amanda.;Comédia,Romance;6.3;Jerry Falk aprender um lição de o maneira mais difícil quando se apaixonar por o belo, mas inconstante, Amanda.
Odeio-te Meu Amor;Um homem sonha com vingança quando suspeita que sua esposa é infiel.;Comédia,Musical,Romance;7.5;um homem sonhar com vingança quando suspeitar que seu esposo ser infiel.
O Perigoso Adeus;O investigador particular Philip Marlowe ajuda um amigo a sair de uma encrenca, mas ao fazer isso acaba implicado no assassinato de sua esposa.;Comédia,Policial,Drama;7.5;o investigador particular Philip Marlowe ajudar um amigo a sair de um encrenca, mas a o fazer isso acabar implicado em o assassinato de seu esposo.
O Assassino em Mim;Um xerife do oeste do Texas é, aos poucos, desmascarado como um assassino psicótico.;Policial,Drama,Suspense;6.1;um xerife de o oeste de o Texas ser, a o pouco, desmascarar como um assassino psicótico.
Camelot;"A história do casamento do rei da Inglaterra, Arthur, com Guinevere.O enredo de ilegítimo mordido para ganhar o crescente apego do trono e Guinevere a Sir Lancelot, ameaçar derrubar Arthur e destruir sua ""mesa redonda"" de cavaleiros.";Aventura,Comédia,Drama;6.5;o história de o casamento de o rei de o Inglaterra, Arthur, com Guinevere. o enredo de ilegítimo morder para ganhar o crescente apego de o trono e Guinevere a sir Lancelot, ameaçar derrubar Arthur e destruir seu « mesa redondo « de cavaleiro.
Minding the Gap;Três jovens se ligam para escapar de famílias voláteis em sua cidade natal-cinturão.Enquanto enfrentam responsabilidades adultas, revelações inesperadas ameaçam sua amizade de uma década.;Documentário,Esportes;8.0;três jovem se ligar para escapar de família volátel em seu cidade natal-cinturão. enquanto enfrentar responsabilidade adulto, revelação inesperar ameaçar seu amizade de um década.
Imperador;Durante a ocupação do Japão após a Segunda Guerra Mundial, o comando das Forças Aliadas decide o destino do líder japonês e do próprio país.;Drama,História,Guerra;6.5;durante o ocupação de o Japão após o Segunda Guerra Mundial, o comando de o Forças Aliadas decidir o destino de o líder japonês e de o próprio país.
O Trem da Morte;John Deakin está sendo transportado, como prisioneiro, em um trem com suprimentos e remédios para Fort Humboldt, Nevada.;Mistério,Faroeste;6.7;John Deakin estar ser transportar, como prisioneiro, em um trem com suprimento e remédio para Fort Humboldt, Nevada.
Rebelião no Presídio;Fartos das condições desumanas de vida na prisão, um tumulto em prisão geral começa, levando à tomada de reféns, um impasse com os guardas e eventuais negociações com os funcionários da administração da prisão.;Policial,Drama,Filme noir;7.0;farto de o condição desumano de vida em o prisão, um tumulto em prisão geral começar, levar a o tomada de refém, um impasse com o guarda e eventual negociação com o funcionário de o administração de o prisão.
O Pequeno Vampiro;Um menino americano solitário que vive na Escócia faz um novo melhor amigo, um colega de classe de nove anos que se revela um vampiro.;Aventura,Comédia,Família;5.7;um menino americano solitário que viver em o Escócia fazer um novo bom amigo, um colega de classe de nove ano que se revelar um vampiro.
A Guerra de Hart;Um estudante de direito se torna tenente durante a Segunda Guerra Mundial, é capturado e solicitado a defender um prisioneiro negro de guerra falsamente acusado de assassinato.;Drama,Guerra;6.3;um estudante de direito se tornar tenente durante o Segunda Guerra Mundial, ser capturar e solicitar a defender um prisioneiro negro de guerra falsamente acusar de assassinato.
A Vida de Emile Zola;O filme biográfico do famoso escritor francês e seu envolvimento na luta contra a injustiça do Caso Dreyfuss.;Biografia,Drama;7.2;o filme biográfico de o famoso escritor francês e seu envolvimento em o luta contra o injustiça de o caso Dreyfuss.
The Pill;Preocupado por ter conseguido a grávida de espírito livre depois de uma posição de uma noite desprotegida, Fred finge o interesse romântico e adere ao seu lado por doze horas para garantir que ela tome as duas doses da pílula da manhã.;Comédia,Drama,Romance;5.4;preocupar por ter conseguir o grávida de espírito livre depois de um posição de um noite desproteger, Fred fingir o interesse romântico e aderir a o seu lado por doze hora para garantir que ela tomar o dois dose de o pílula de o manhã.
Zoolander 2;Derek e Hansel são atraídos de volta ao modelismo, em Roma, onde são alvos de uma sinistra conspiração.;Ação,Aventura,Comédia;4.7;Derek e Hansel ser atrair de volta a o modelismo, em Roma, onde ser alvo de um sinistra conspiração.
Fala Greta Garbo;O filho de uma mulher morrendo de um tumor cerebral tenta cumprir o último desejo de sua mãe: conhecer Greta Garbo.;Comédia,Drama;6.4;o filho de um mulher morrer de um tumor cerebral tentar cumprir o último desejo de seu mãe : conhecer Greta Garbo.
A Trilha do Bravo;Ernest, um adorável perdedor que trabalha como um acampamento de verão e sonha em se tornar um conselheiro de orientação, deve encontrar uma maneira de inspirar um grupo de delinqüentes juvenis, além de impedir que uma empresa de mineração de Strip Shady feche o acampamento.;Comédia,Família;5.4;Ernest, um adorável perdedor que trabalhar como um acampamento de verão e sonhar em se tornar um conselheiro de orientação, dever encontrar um maneira de inspirar um grupo de delinqüente juvenil, além de impedir que um empresa de mineração de Strip Shady fechar o acampamento.
Perigo em Alto Mar;Um grande tubarão-branco caça a tripulação de um veleiro derrubado ao longo da Grande Barreira de Corais.;Aventura,Drama,Terror;5.8;um grande tubarão-branco caça o tripulação de um veleiro derrubar a o longo de o Grande Barreira de Corais.
Histórias que Contamos;Um filme que escava camadas de mito e memória para encontrar a verdade indescritível no centro de uma família de contadores de histórias.;Documentário;7.5;um filme que escarar camada de mito e memória para encontrar o verdade indescritível em o centro de um família de contador de história.
Nada é para Sempre;Relata a história dos dois filhos de um ministro, um deles um reservado e outro rebelde, que cresceram na zona rural de Montana enquanto pescavam.;Drama;7.2;relatar o história de o dois filho de um ministro, um de eles um reservar e outro rebelde, que crescer em o zona rural de Montana enquanto pescar.
Electra, a Vingadora;Vivendo no exílio após a morte do seu pai, os filhos adultos de um rei assassinado e usurpado convergem para uma vingança.;Drama;7.6;viver em o exílio após o morte de o seu pai, o filho adulto de um rei assassinar e usurpar converger para um vingança.
Uma Dobra no Tempo;Após o desaparecimento de seu pai científico, três seres peculiares mandam Meg, seu irmão e seu amigo para o espaço para encontrá-lo.;Aventura,Família,Fantasia;4.2;após o desaparecimento de seu pai científico, três seres peculiar mandar Meg, seu irmão e seu amigo para o espaço para encontrar ele.
Radio Flyer;Um pai conta um período sombrio em sua infância, quando ele e seu irmão mais novo moravam nos subúrbios.;Drama;6.9;um pai contar um período sombrio em seu infância, quando ele e seu irmão mais novo morar em o subúrbio.
O Mariachi;Um viajante mariachi é confundido com um criminoso assassino e deve se esconder de uma gangue determinada a matá-lo.;Ação,Policial,Suspense;6.8;um viajante mariachi ser confundir com um criminoso assassino e dever se esconder de um gangue determinar a matar ele.
A Estrangeira;Umay é uma jovem de ascendência turca que luta por uma vida independente e autodeterminada na Alemanha contra a resistência de sua família. Sua luta inicia uma dinâmica, o que resulta em uma situação de risco de vida.;Drama;7.5;Umay ser um jovem de ascendência turco que lutar por um vida independente e autodeterminar em o Alemanha contra o resistência de seu família. seu luta iniciar um dinâmica, o que resultar em um situação de risco de vida.
Regras do Jogo;Um advogado defende um oficial em julgamento por ordenar que suas tropas atirassem em civis depois que eles invadiram uma embaixada dos EUA em um país do Oriente Médio.;Drama,Suspense,Guerra;6.4;um advogado defender um oficial em julgamento por ordenar que seu tropa atirar em civil depois que eles invadir um embaixada de o EUA em um país de o Oriente Médio.
Os Oito Odiados;No inverno de Wyoming, um caçador de recompensas e seu prisioneiro encontram refúgio em uma cabana atualmente habitada por uma coleção de personagens infames.;Policial,Drama,Mistério;7.8;em o inverno de Wyoming, um caçador de recompensa e seu prisioneiro encontrar refúgio em um cabana atualmente habitar por um coleção de personagem infame.
Relação Explosiva;O ex-motorista de fuga Charles Bronson põe em risco sua identidade no Plano de Proteção à Testemunha, para ajudar sua namorada a chegar a Los Angeles. Os federais e o antigo bando de Charles os perseguem pela estrada.;Ação,Aventura,Comédia;6.1;o ex-motorista de fuga Charles Bronson pôr em risco seu identidade em o Plano de Proteção a o Testemunha, para ajudar seu namorada a chegar a Los Angeles. o federal e o antigo bando de Charles o perseguir por o estrada.
O Reflexo do Mal;Na década de 1950, um menino que vivia com sua família problemática na América rural tem a fantasia de que uma viúva vizinha é, na verdade, um vampiro responsável por uma série de desaparecimentos na área.;Drama,Terror,Suspense;6.7;em o década de 1950, um menino que viver com seu família problemático em o América rural ter o fantasia de que um viúva vizinho ser, em o verdade, um vampiro responsável por um série de desaparecimento em o área.
Os Smurfs;Quando o malvado bruxo Gargamel persegue os pequenos Smurfs azuis fora de sua aldeia, eles caem de seu mundo mágico para Nova York.;Animação,Aventura,Comédia;5.4;quando o malvado bruxo Gargamel perseguir o pequeno Smurfs azul fora de seu aldeia, eles cair de seu mundo mágico para Nova York.
Alta Frequência;Através de um misterioso portal temporal, um filho comunica com o seu pai, falecido precocemente há trinta anos, através de um velho rádio amador. Os dois vão tentar manipular o passado de modo a evitar a morte e alterar o futuro.;Policial,Drama,Mistério;7.4;através de um misterioso portal temporal, um filho comunicar com o seu pai, falecer precocemente haver trinta ano, através de um velho rádio amador. o dois ir tentar manipular o passado de modo a evitar o morte e alterar o futuro.
Gloria;Uma história ambientada em Santiago e centrada em Gloria, uma mulher mais velha de espírito livre e as realidades de seu relacionamento com um ex-oficial da Marinha que ela conhece nos clubes.;Comédia,Drama,Romance;6.9;um história ambientar em Santiago e centrar em Gloria, um mulher mais velho de espírito livre e o realidade de seu relacionamento com um ex-oficial de o Marinha que ela conhecer em o clube.
Dente Canino;Três adolescentes moram longue sem sair de casa, por seus pais superprotetores.;Drama,Suspense;7.2;três adolescente morar longue sem sair de casa, por seu pai superprotetor.
