Título;Descrição;Gênero;Nota
Eu, um Negro;"""I, um negro"" descreve os jovens imigrantes nigerianos que deixaram seu país para encontrar trabalho na Costa do Marfim, no bairro de Treichville, em Abidjan, a capital.Esses imigrantes vivem em miséria em Treichville, com inveja dos bairros fronteiriços do platô (o distrito de negócios e industrial) e o antigo bairro africano de adjame.O filme traça uma semana nessas imigra ...";Drama;7.3
O Assassino Mora no 21;O inspetor Wens se muda para uma pensão de Paris para pegar um serial killer.;Comédia,Policial,Mistério;7.3
Arrebato;Um cineasta de horror de baixo orçamento entra em contacto com um excêntrico que tenta filmar a sua consciência durante o abuso de drogas.;Drama,Fantasia,Terror;6.9
Almas em Fúria;Uma herdeira rebelde choca com seu pai tirânico, um fazendeiro de gado que se imagina como um Napoleão, mas seu relacionamento se torna complicado quando ele encontra uma nova mulher.;Drama,Romance,Faroeste;7.3
El patrullero;Contra os desejos de seu pai, Pedro, um garoto ingênuo da Cidade do México, se junta à Patrulha Rodoviária Federal.Seu simples desejo de fazer o bem rapidamente entra em conflito com a realidade do trabalho policial.;Policial,Drama;7.1
Saindo do Armário;Dois rapazes que fazem um pacto de perder sua virgindade antes do baile de formatura encontram sua amizade posta à prova quando um deles faz uma confissão sobre sua sexualidade.;Comédia,Drama,Romance;5.7
Assassinos;Hit Men matam uma vítima inesistente e o investigador Reardon descobre seu envolvimento passado com o belo e mortal Kitty Collins.;Policial,Drama,Filme noir;7.8
Face Norte;Uma secretária de um jornal de Berlim em 1936 pode escrever sobre dois alpinistas, pois ela os conhece bem.Mais tarde, ela pode relatar e fotografar as escalas de seus amigos e de outros alpinistas da perigosa face norte suíça.;Aventura,Biografia,Drama;7.4
Ouro Carmim;Um entregador de pizza iraniano vê o pior da corrupção e desequilíbrio social em sua cidade e é levado ao crime.;Policial,Drama,Suspense;7.4
Cleópatra;A rainha Cleópatra do Egito experimenta tanto o triunfo quanto a tragédia ao tentar resistir às ambições imperiais de Roma.;Biografia,Drama,História;7.0
Água Negra;Uma mãe e uma filha, ainda feridas por uma amarga disputa de custódia, se escondem em um edifício de apartamentos degradado, onde são atacadas pelo fantasma de um ex-residente.;Drama,Terror,Mistério;5.6
O Impostor;Uma prostituta é encontrada cortada ao meio. Dois policiais fazem testes de polígrafo no único suspeito, James Wayland, um gênio instável. Depois de algum tempo, os papéis mudam.;Policial,Drama,Mistério;6.5
Duelo de Titãs;A verdadeira história de um treinador afro-americano recém-nomeado e sua equipe do ensino médio, que enfrentam problemas raciais.;Biografia,Drama,Esportes;7.8
Alegrias a Granel;Os ilhéus escoceses tentam saquear 50.000 casos de uísque de um navio encalhado.;Comédia,Policial;7.1
Divisão de Homicídios;Dois detetives da LAPD que fazem trabalho noturno em outros campos investigam o assassinato de um grupo de rap em ascensão.;Ação,Comédia,Policial;5.3
De Punhos Cerrados;Um jovem toma medidas drásticas para livrar sua família disfuncional de seus males.;Drama;7.6
O Demônio;Uma jovem camponesa solitária e sexualmente inibida é submetida a um exorcismo depois que ela é feita com um homem que rejeita seus avanços.;Drama,Terror;7.2
Monterey Pop;Um filme sobre o maior festival de música de rock pré-Woodstock.;Documentário,História,Musical;8.0
Davandeh;Depois de se matricular em uma escola, um garoto empobrecido encontra conflito com seus colegas de classe e decide competir para ganhar seu respeito.;Drama;7.7
À Beira do Abismo;O detetive privado Philip Marlowe é contratado por uma família rica. Antes que o complexo caso termine, ele já viu assassinatos, chantagem e o que poderia ser amor.;Policial,Filme noir,Mistério;7.9
Gosto de Cereja;Um homem iraniano dirige seu caminhão procurando alguém para enterrá-lo silenciosamente baixo uma cerejeira depois que ele comete suicídio.;Drama;7.7
Guerrilha Sem Face;Um detetive policial em um país da América do Sul se dedica a caçar um revolucionário líder de guerrilha.;Policial,Drama,Suspense;6.9
Férias Permanentes;Um jovem vagueia pela cidade de Nova York em busca de algum significado para a vida e encontra muitos personagens idiossincráticos.;Comédia,Drama;6.2
Tower;Animação, testemunho e imagens de arquivo combinam -se para relacionar os eventos de 1º de agosto de 1966, quando um atirador abriu fogo da torre do relógio da Universidade do Texas, matando 16 pessoas.;Documentário,Animação,Policial;7.9
Quarto de Guerra;Uma família aparentemente perfeita procura resolver seus problemas com a ajuda da senhora Clara, uma mulher mais velha e sábia.;Drama;6.4
César Deve Morrer;"Os presos em uma prisão de alta segurança em Roma se preparam para uma apresentação pública de ""Julius Caesar"", de Shakespeare.";Drama;7.3
As Aventuras de Tintim;Após Tintin comprar a miniatura de um navio antigo para o seu amigo Capitão Haddock, ambos descobrem que o navio tem uma história ligada a um antepassado do capitão e a um fabuloso tesouro de piratas que desapareceu há séculos.;Animação,Ação,Aventura;7.3
Barra Pesada;Dois gângsteres acordam para vida.;Policial,Drama;6.1
A Fortaleza Infernal;Os nazistas são forçados a recorrer a um historiador judeu para obter ajuda na luta contra o antigo demônio que, involuntariamente, libertaram de sua prisão.;Drama,Fantasia,Terror;5.7
Brinquedo Assassino;Uma mãe solteira dá a seu filho o boneco mais desejado para o seu aniversário, mas eles descobrirão que ele é possuído pela alma de um assassino em série.;Terror,Suspense;6.6
Álibi;Um homem que administra um serviço de álibi para maridos adúlteros entra em um jam com um novo cliente.Ao tentar remediar a situação, ele deve confiar em uma mulher atraente que recebe seu coração acelerado.;Comédia,Drama,Romance;6.3
Fome por Glória;Um veterano luta contra o vício em drogas para fazer o seu caminho no mundo dos negócios.;Drama,Romance,Guerra;7.4
Bloodshot;Ray Garrison, um soldado assassinado, é revivido com super poderes.;Ação,Aventura,Ficção científica;5.7
O Último Exorcismo;O pastor evangélico Cotton Marcus passou a vida a fazer falsos exorcismos e ganhar dinheiro. No último caso da sua carreira depara-se com Nell. Marcus pensa que é mais uma fanática, no entanto, percebe logo que a possessão pode ser real.;Terror,Mistério,Suspense;5.7
Vincere;A história do amante secreto de Mussolini, Ida Dalser, e seu filho Albino.;Biografia,Drama,Romance;6.8
Um Detetive Ocupado;O inspetor Surjan Shekhawat, que está lidando com um passado deprimente, precisa investigar um caso de assassinato de alto perfil, lidar com seu casamento em ruínas e usar a ajuda e o consolo de uma prostituta com o nome de Rosie.;Policial,Drama,Mistério;7.2
A Filha do General;Quando a filha de um respeitado comandante é assassinada, um detetive disfarçado é convocado para investigar o assunto e encontra uma série de acobertamentos em West Point.;Policial,Drama,Mistério;6.4
Mister Roberts;Nos dias minguos da Segunda Guerra Mundial, o oficial de carga de um navio de suprimentos da Marinha se irrita em seu papel longe da ação nas áreas de remanso do Pacífico, sua frustração aumentando quando seu capitão nega a liberdade da tripulação sobre as irritações mesquinhas.;Comédia,Drama,Guerra;7.6
O Mensageiro do Diabo;Um fanático religioso se casa com uma viúva cujos filhos pequenos relutam em dizer-lhe onde seu pai verdadeiro escondeu os 10,000 dólares que ele havia roubado.;Policial,Drama,Filme noir;8.0
Chuchelo;Menina impopular sendo intimidada em sua classe.;Drama;7.7
Busca Explosiva;A estrela do basquete Dennis Rodman interpreta como um agente interpol de quadril tentando derrotar os planos mortais de um traficante de armas enlouquecidas.;Ação,Comédia;2.6
Fale Comigo;"A história de Washington D.C. Radio Personality Ralph ""Petey"" Greene, um ex-presidiário que se tornou um popular apresentador de talk show e ativista da comunidade na década de 1960.";Biografia,Drama,História;7.3
Trocas Macabras;Uma nova loja misteriosa em uma cidade pequena parece suprir os desejos mais profundos de cada comprador, com um preço muito mais alto do que o esperado.;Policial,Drama,Fantasia;6.2
Rodnya;Uma mulher do campo chega à cidade para visitar sua única filha e neta.Ela está irremediavelmente perdida neste mundo que não entende.;Comédia,Drama;7.4
Riquinho;Um jovem rico vê sua família em apuros e deve usar sua astúcia para salvá-los.;Comédia,Família;5.4
Duro de Espiar;Dick Steele, o agente WD-40 é designado por seu diretor, para impedir que o maligno General Rancor destrua o mundo.;Ação,Comédia;5.3
A Fome;Em 1890, Pontus, o escritor faminto, vagueia pelas ruas de Christiania, em busca do amor e a chance de publicar seu trabalho.Tudo o que ele encontra é derrotado e sofrimento enquanto seu senso de realidade está murchando.Em um momento, ele está encantado e no próximo ele amaldiçoa todo mundo.O tempo todo ele consegue manter a dignidade e o orgulho humano.;Drama;7.8
Três Amigos na Estrada;Três amigos decidem transformar suas férias de fantasia em realidade depois que um de seus amigos fica comprometido.;Comédia,Drama,Musical;8.1
O Último Unicórnio;Um bravo unicórnio (Mia Farrow) e um mágico (Alan Arkin) lutam contra um rei do mal (Sir Christopher Lee), que está obcecado em tentar capturar os unicórnios do mundo.;Animação,Aventura,Drama;7.3
Grande Problema;A vida de vários habitantes de Miami, de agentes de anúncios a gunrunners e bandidos de rua e aplicação da lei para crianças escolares, se cruzam com resultados humorísticos e perigosos.;Comédia,Policial,Suspense;6.4
O Dia do Chacal;"Um assassino profissional apelidado de ""Chacal"" conspira para matar Charles de Gaulle, o presidente da França.";Policial,Drama,Suspense;7.8
Confiar;Uma adolescente é atacada por um predador sexual 'on-line'.;Policial,Drama,Suspense;6.9
Um Natal Especial;Um drama de Natal focado nas primeiras férias da família Whitfield juntos em quatro anos.;Comédia,Drama,Romance;6.3
O Mundo;Uma exploração sobre o impacto da urbanização e da globalização em uma cultura tradicional.;Drama;7.1
Todas Contra John;Três ex-namoradas de um trapaceiro em série armaram uma cilada para que seu ex-amante se apaixonasse pela nova garota na cidade para que pudessem vê-lo ficar com o coração partido.;Comédia,Romance;5.7
Vidas Amargas;Um jovem obstinado luta contra seu irmão pela atenção de seu pai religioso enquanto se reconecta com sua mãe distante e se apaixona pela namorada de seu irmão.;Drama;7.8
Não Se Mova;Uma mulher carente (Cruz) se envolve com um médico de crosta superior (Castellitto).;Drama,Romance;7.0
O Lixo das Ruas;O dono de uma loja de bebidas vende bebidas alcoólicas para moradores de rua, sem saber o que as garrafas realmente contêm: bebida tóxica.;Comédia,Terror;5.9
Duelo Em Hiroshima;Um jovem criminoso se junta a uma família Yakuza para matar os bandidos que o espancam, mas se apaixona pela sobrinha viúva de seu chefe, acumulando inimigos e cadáveres ao longo de seu caminho rebelde.;Ação,Policial,Drama;7.5
O Poder Vai Dançar;Uma verdadeira história da política e da arte nos anos 30 nos Estados Unidos. Focada em um drama musical de esquerda, com tentativas de interromper sua produção.;Drama;6.8
A Fúria do Justiceiro;Um policial difícil do Alabama é chantageado pelo FBI para se disfarçar em uma violenta gangue de motociclistas do Mississippi.;Ação,Policial,Drama;6.0
A Conversação;Um paranoico especialista em vigilância, tem uma crise de consciência quando suspeita que o casal que ele está espionando será assassinado.;Drama,Mistério,Suspense;7.8
Nostalgia da Luz;Um documentário sobre duas pesquisas diferentes realizadas no deserto chileno de Atacama: uma por astrônomos que procuram respostas sobre a história do cosmos e outra por mulheres que procuram os restos de entes queridos mortos pelo regime de Pinochet.;Documentário;7.6
O Dono do Jogo;Ambientado durante a Guerra Fria, o prodígio do xadrez americano Bobby Fischer se vê preso entre duas superpotências e suas próprias lutas enquanto desafia o Império Soviético.;Biografia,Drama,História;7.0
Evolução;Um cadete de combate a incêndios, dois professores universitários e um cientista nerd mas sexy do governo trabalham contra um organismo alienígena que vem evoluindo rapidamente desde sua chegada à Terra dentro de um meteoro.;Comédia,Ficção científica;6.1
Rosetta;A jovem e impulsiva Rosetta mora com a mãe alcoólatra e, movida pelo desespero, fará de tudo para manter um emprego.;Drama;7.4
Irmão de Espião;Uma nova missão obriga um dos principais espiões a se aliar a seu irmão hooligan.;Ação,Aventura,Comédia;6.2
O Diário da Princesa;Mia é uma jovem de 15 anos que vive com a mãe em Manhattan. Mas a visita de uma avó que não conhecia fá-la descobrir que é a herdeira de um pequeno país europeu. Agora tem de decidir se aceita receber esse fardo ou se abdica do trono.;Comédia,Família,Romance;6.3
Fim de Verão;A família de um homem mais velho que dirige uma pequena cervejaria de saquê se preocupa com suas finanças e sua saúde depois que o descobrem visitando uma velha amante desde a juventude.;Drama;7.7
Chi-Raq;Uma adaptação moderna da obra grega antiga Lisístrata de Aristófanes, no contexto da violência de gangues em Chicago, Illinois.;Comédia,Policial,Drama;5.8
A Besta Humana;Nesta adaptação clássica do romance de Emile Zola, um engenheiro de trem torturado se apaixona por uma mulher casada problemática que ajudou seu marido a cometer um assassinato.;Policial,Drama;7.5
Dançando no Escuro;Uma jovem da Europa viaja aos Estados Unidos com seu filho pequeno com a ideia de que todo será como um filme de Hollywood.;Policial,Drama,Musical;7.9
Paterson;Uma reflexão sobre os triunfos e fracassos da vida cotidiana, e a poesia que se manifesta em seus mínimos detalhes.;Comédia,Drama,Romance;7.3
A Passageira;Enquanto estava a bordo de um navio transatlântico, a alemã Liza percebe alguém que se parece com Marta, a ex -presa de Auschwitz, onde Liza costumava ser a guarda.;Drama,Guerra;7.4
Yuki yukite, shingun;Um documentário que segue Kenzo Okuzaki, um veterano de 62 anos, notório por seus protestos contra o imperador Hirohito, enquanto tenta expor as execuções desnecessárias de dois soldados japoneses durante a guerra.;Documentário,Guerra;8.1
Northfork;Situado em 1955, os moradores de uma pequena comunidade de Montana são forçados a mudar suas casas para dar lugar a uma nova barragem.;Drama,Fantasia;6.2
Meu Amor de Verão;Na zona rural de Yorkshire, a menina de classe trabalhadora Mona encontra a exótico e estragada Tamsin. Durante a estação do verão, as duas jovens descobrem que têm muito a ensinar uma à outra e muito a explorar juntas.;Drama,Romance;6.7
Heróis do Oriente;Um homem chinês (Liu) se casa com uma japonesa através de um casamento arranjado e consegue insultar toda a sua família de artes marciais japonesas, emitindo um desafio a ela que é mal interpretada pelos outros.Ele deve provar o quão bom o Kung Fu chinês é realmente através de uma série de duelos com os sete artistas marciais japoneses que vêm para enfrentar o desafio.;Ação,Comédia;7.6
Dev.D;Depois de terminar com sua namorada de infância, um jovem encontra consolo em drogas.Enquanto isso, uma adolescente é pega no mundo da prostituição.Eles serão destruídos ou encontrarão redenção?;Comédia,Drama,Romance;7.9
Os Croods;Depois que sua caverna é destruída, uma família de homens das cavernas deve viajar através dum mundo fantástico desconhecido com a ajuda de um menino.;Animação,Aventura,Comédia;7.2
Joy Division;Um relato cronológico da influente banda de rock inglês do final da década de 1970.;Documentário,Musical;7.7
Zulu;Os policiais Ali Sokhela e Brian Epkeen investigam o assassinato brutal de uma jovem branca, aparentemente provocada pela disponibilidade de uma nova droga ilegal e de alguma forma ligada ao desaparecimento de crianças da Black Street.;Policial,Drama,Suspense;6.7
Legião;Quando um grupo de estranhos em um restaurante é atacado por forças demoníacas, sua única chance de sobrevivência está com um arcanjo chamado Miguel, que informa a uma mulher que seu filho por nascer é a última esperança da humanidade.;Ação,Fantasia,Terror;5.2
Lugares Escuros;Libby Day tinha apenas oito anos quando sua família foi brutalmente assassinada em sua casa de fazenda na zona rural do Kansas. Quase trinta anos depois, ela relutantemente concorda em revisitar o crime e descobre as verdades angustiantes que levaram àquela noite trágica.;Policial,Drama,Mistério;6.2
Ryuichi Sakamoto: Coda;Um retrato do compositor de música genial Ryuichi Sakamoto.;Documentário,Musical;7.6
A Verdade Nua e Crua;Um rígido produtor de televisão assume o controle de um segmento de programa matinal sobre relacionamentos modernos apresentado por um homem misógino.;Comédia,Romance;6.4
Conquistas Perigosas;Enquanto viaja para o exterior, um cara se apaixona por uma beleza romena cujo coração inacessível tem suas origens em seu violento e carismático ex.;Ação,Comédia,Drama;6.3
O Paizão;Um graduado preguiçoso de faculdade de direito adota uma criança para impressionar sua namorada, mas tudo não vai de acordo com o plano e ele se torna o pai adotivo desastroso.;Comédia,Drama;6.4
88 Minutos;No dia em que um assassino em série que ele ajudou a prender deveria ser executado, um famoso psicólogo forense e professor universitário recebem uma chamada informando que ele tem 88 minutos de vida.;Policial,Drama,Mistério;5.9
Um Sonho sem limites;Uma personalidade bonita, mas ingênua da televisão, filma um documentário sobre adolescentes com motivos mais obscuros do que se pensava.;Comédia,Policial,Drama;6.8
Sonhos de Uma Vida;Confira um dia na vida de Leo e sua filha Molly enquanto ele flutua por vidas alternativas que ele poderia ter vivido, levando Molly a lutar com seu próprio caminho enquanto ela considera seu futuro.;Drama;5.2
A Incrível Jornada;Um filhote de bulldog americano e divertido, um hilariante gato do Himalaia e um velho e sábio Golden Retriever embarcam em uma longa caminhada pelo deserto acidentado das montanhas Sierra Nevada em uma busca para chegar em casa e seus amados proprietários.;Aventura,Comédia,Drama;6.9
Amor ou Amizade;Uma amizade é testada quando dois melhores amigos acabam na cama juntos.;Comédia,Drama,Romance;5.4
Cloverfield: Monstro;Um grupo de amigos se aventura nas ruas de Nova York em uma missão de resgate durante o ataque violento de um monstro.;Ação,Terror,Ficção científica;7.0
9 1/2 Semanas de Amor;Uma mulher se envolve com um homem que ela mal conhece. Mas as complicações se desenvolvem durante suas aventuras sexuais.;Drama,Romance;5.9
A Primeira Vitória;Um oficial da Marinha, repreendido depois de Pearl Harbor, é mais tarde promovido a reter almirante e tem uma segunda chance de se provar contra os japoneses.;Drama,Guerra;7.2
Riddick 3;Deixado para morrer em um planeta queimado pelo sol, Riddick enfrenta uma raça alienígena de predadores.;Ação,Aventura,Ficção científica;6.4
César;Honoré Panisse está morrendo alegremente, com amigos, esposa e filho ao seu lado.Ele confessa ao padre na frente de seus amigos, ele insiste que o médico seja verdadeiro.Mas ele não pode dizer a seu filho Cesariot que seu verdadeiro pai é Marius, o filho ausente de César, padrinho de Cesariot.Panisse deixa isso para Fanny, a mãe do rapaz.Dissimulando que ele ...;Drama;7.6
A Bruma Assassina;As comemorações do centenário da fundação de uma pequena cidade californiana são ensombradas por um segredo ligado aos fundadores, que é descoberto quando uma forte névoa encobre a cidade e várias pessoas começam a morrer.;Terror,Suspense;6.8
Código do Silêncio;Um policial de Chicago é pego no meio de uma guerra de gangues enquanto seus próprios camaradas o evitam porque quer derrubar um policial irresponsável.;Ação,Policial,Drama;6.0
Enrolados;Rapunzel passou toda a sua vida em uma torre, mas agora que um ladrão fugitivo a tropeçou, ela está prestes a descobrir o mundo pela primeira vez e quem ela realmente é.;Animação,Aventura,Comédia;7.7
A Noite do Cometa;Após a passagem de um cometa pela Terra, muitas pessoas morrem em decorrência da radiação, ressuscitando depois, como zumbis comedores de carne. Duas adolescentes que sobreviveram à radiação, terão que lutar contra os mortos-vivos.;Comédia,Terror,Ficção científica;6.3
Kiriku e a Feiticeira;Em uma aldeia africana perturbada, nasce um bebê incomum.;Animação,Aventura,Família;7.5
O Curandeiro da Selva;No meio da selva amazónica, um solitário médico busca a cura para o cancro quando recebe a visita indesejada de uma jovem médica, com que terá de colaborar devido à iminência da descoberta e à construção de uma estrada que tudo destruirá.;Aventura,Drama,Romance;6.0
Irmãos Gêmeos;Um homem fisicamente perfeito, mas inocente, vai em busca de seu irmão gêmeo perdido, que é baixo, mulherengo e ladrão.;Comédia,Policial;6.1
Marius;Marius é confrontado com a escolha de cumprir sua paixão, navegando nos mares ou fica e se casar com a mulher que ama.;Comédia,Drama,Romance;7.8
Holocausto Canibal;Durante uma missão de resgate na floresta amazônica, um professor encontra um filme perdido, filmado por uma equipe de documentários desaparecida.;Aventura,Terror;5.8
Orelha;Depois de voltar para casa de um partido em uma noite, um funcionário tcheco fica convencido de que ele está prestes a ser objeto de um expurgo político e tenta fazer controle de danos, além de lidar com seu casamento turbulento.;Drama,Suspense;7.7
Questão de Tempo;Tim descobre que pode viajar no tempo e mudar o que acontece e aconteceu em sua vida. Sua decisão de tornar seu mundo um lugar melhor ao conseguir uma namorada acaba não sendo tão fácil.;Comédia,Drama,Fantasia;7.8
O Menino e o Mundo;Uma criança embarca em uma aventura em busca de seu pai.;Animação,Aventura,Família;7.5
Horas de Verão;Dois irmãos e uma irmã testemunham o desaparecimento de suas memórias de infância quando devem renunciar aos pertences da família para garantir a sucessão de sua mãe falecida.;Drama,Família;7.1
O Céu da Meia-Noite;Esta história pós-apocalíptica acompanha Augustine, um cientista solitário no Ártico que precisa impedir Sully e sua equipe de astronautas de voltar para casa depois de uma misteriosa catástrofe global.;Aventura,Drama,Ficção científica;5.6
Vingança Muda;Vendida em um bordel nas profundezas da floresta para trabalhar como cuidadora, uma menina surda deve reunir a coragem de lutar por sua vida.;Drama,Terror,Suspense;6.1
Cotton Club;Conheça os músicos de jazz, dançarinos, proprietários e convidados do Cotton Club em Harlem de 1928 a 1930.;Policial,Drama,Musical;6.5
Garotos Incríveis;Um professor de inglês tenta lidar com o abandono de sua esposa, a chegada de seu editor que está esperando por seu livro há sete anos e os vários problemas em que seus amigos e associados o envolvem.;Comédia,Drama;7.2
A Mão Assassina;A mão direita de um vagabundo adolescente está possuída com uma intenção assassina.;Comédia,Fantasia,Terror;6.2
Tudo Por Um Sonho;Quando o jovem Jay Moriarity descobre que o mítico Mavericks surf break, uma das maiores ondas da Terra, está a poucos quilômetros de sua casa em Santa Cruz, ele pede a ajuda da lenda local Frosty Hesson para treiná-lo a sobreviver.;Biografia,Drama,Esportes;7.1
Regras da Atração;Os alunos incrivelmente mimados e privilegiados do Camden College são o pano de fundo de um triângulo amoroso incomum entre um traficante de drogas, uma virgem e um colega de classe bissexual.;Comédia,Drama,Romance;6.6
Encurralada;Will e Karen são feitos reféns e a sua filha é raptada por Joe e Cheryl. Mas o casal luta até ao limite para resgatar a filha e acaba por descobrir mais sobre os raptores e os seus motivos do que estes desejariam.;Ação,Policial,Drama;6.1
365 dni;Massimo é membro da família mafiosa da Sicília e Laura é diretora de vendas. Ela não espera que em uma viagem à Sicília Massimo a sequestre e lhe dê 365 dias para se apaixonar por ele.;Drama,Romance;3.3
Ben-Hur;Quando um príncipe de Jerusalém é traído e enviado à escravidão por um amigo romano, ele recupera sua liberdade e retorna para se vingar.;Aventura,Drama,História;8.1
A Dama Dourada;Maria Altmann, uma refugiada judia octogenária, enfrenta o governo austríaco para recuperar obras de arte que ela acredita pertencerem a sua família.;Biografia,Drama,História;7.3
Um Susto na Cidade;Um filme de terror de segunda classe deve ser exibido no Festival de Cannes, mas, antes de cada exibição, o projecionista é morto por um sujeito misterioso, com Hammer e Sickle, exatamente como acontece no filme a ser exibido.;Comédia,Terror;7.5
Negócio a Italiana;Durante o boom econômico da Itália, um homem tenta desesperadamente manter um alto padrão de vida para sua família.;Comédia;7.1
Ajnabee;Um casal recém -casado, Raj e Priya, muda -se para a Suíça e se torna amigo de seus novos vizinhos, Vicky e Sonia.Mas um dia, Sonia é assassinada e Raj é acusado do assassinato.Ele sai correndo para provar -se inocente.;Ação,Policial,Drama;6.3
O Pirata Sangrento;Durante a década de 1700, o capitão pirata Vallo apreende um navio de guerra britânico e se envolve em vários esquemas de ganhar dinheiro envolvendo rebeldes do Caribe liderados por El Libre, o enviado britânico Barão José Gruda e uma bela cortesã chamada Consuelo.;Ação,Aventura,Comédia;7.1
Os Suspeitos;O único sobrevivente conta os torcidos eventos duma luta com pistolas num bote, quanfo cinco criminais eram levados pela polícia.;Policial,Drama,Mistério;8.5
Recep Ivedik;Um homem tentando impressionar seu amante de infância, embora possa parecer romântico, não é.;Aventura,Comédia;4.8
Conquista Sangrenta;Na Europa medieval, uma jovem de família nobre é obcecada por seus captores - plebeus.;Aventura,Drama;6.7
Manam;Através da reencarnação, os membros da família são capazes de atravessar gerações e se intrometer na vida um do outro.;Comédia,Drama,Fantasia;7.9
Desejo de Matar;Um arquiteto da cidade de Nova Iorque torna-se num vigilante depois que sua esposa é assassinada.;Ação,Policial,Drama;6.9
Paul: O Alien Fugitivo;Dois geeks ingleses viajam pelos EUA e encontram um alienígena fora da Área 51.;Aventura,Comédia,Ficção científica;6.9
Doze é Demais 2;Os Bakers, durante as férias, se veem competindo com uma família rival de oito filhos.;Aventura,Comédia,Família;5.5
Mansão da Morte;O assassinato de uma condessa rica, considerado erroneamente suicídio, desencadeia uma reação em cadeia de assassinatos brutais, quando vários inescrupulosos tentam assumir o controle de sua grande propriedade.;Terror,Mistério,Suspense;6.5
A Vida é um Milagre;O que poderia ser melhor para a vila do que uma ferrovia cênica para trazer os turistas?O que poderia ser pior para o turismo do que a guerra?Luka constrói a ferrovia e fecha os olhos para a guerra.Então a esposa de Luka foge com um músico e seu filho é chamado para o exército.A vida de Luka é uma zona de guerra.Então ele conhece Sabaha ..;Comédia,Romance,Musical;7.5
Corra, Milkha, Corra;A verdade por trás da ascensão de Milkha Singh que foi marcada por causa da partição Índia-Paquistão.;Biografia,Drama,Esportes;8.2
Soldado do Futuro;Em um esforço para construir máquinas de matar androides em uma guerra com a China, cientistas no Reino Unido foram além de seu objetivo e criaram um robô sensível.;Ação,Drama,Ficção científica;6.0
Um Assunto de Mulheres;Uma dona de casa, na França ocupada pelos nazistas, luta para sobreviver quando seu marido retorna para casa após ser ferido na guerra.;Drama,História,Romance;7.5
O Passageiro;Um ex-vendedor de seguros é pego em uma conspiração criminosa durante seu trajeto diário para o trabalho.;Ação,Mistério,Suspense;6.3
Johnny Gaddaar;Os policiais relatam um conto de dinheiro ausente que resulta em mentiras, engano, traição e morte.;Policial,Drama,Mistério;7.9
Pandorum;Dois tripulantes de uma nave espacial acordam do sono profundo para descobrir que todos os seus colegas estão desaparecidos. Apesar disso, parece que eles não estão sozinhos.;Ação,Terror,Mistério;6.7
Eu Te Amo, Beth Cooper;Um orador da classe nerd proclama seu amor por Beth Cooper - a garota mais atraente e popular da escola - durante seu discurso de formatura. Naquela mesma noite, ela aparece em sua porta oferecendo-se para mostrar a ele a melhor noite de sua vida.;Comédia,Romance;5.3
Femme Fatale;Uma mulher tenta endireitar sua vida, mesmo quando seu passado como golpista volta para persegui-la.;Policial,Drama,Mistério;6.2
Armadilha;Uma bela agente de seguros é enviada para descobrir se Robert MacDougal, um ladrão profissional, é o autor do roubo de uma valiosa obra de arte. Mas os dois acabam por se unir e tentar um ousado e bilionário golpe no mercado financeiro.;Ação,Policial,Romance;6.3
A Cura;Erik, um solitário, encontra um amigo em Dexter, um garoto de onze anos com SIDA. Juntos eles prometem encontrar uma cura e salvar a vida de Dexter em um verão agitado.;Drama;7.6
Alucinação;Um grupo de amigos é perseguido e assassinado enquanto procura cogumelos psilocibina na floresta irlandesa.;Comédia,Terror,Mistério;4.6
Lo zio di Brooklyn;Grotesco ... deprimente ... cômico .... absurdo ..... toda palavra parece inútil para descrever este filme.Um catálogo incrível de Charachters, interpretado principalmente por atores não profissionais ou habitantes de favelas de Palermo, a Sicília.Uma história de assassinatos da máfia acontece em um cenário pós-atômico (brilhantemente representado pelos bairros populares do Zen de Palermo), onde os cães têm ...;Comédia;7.1
Amor Sem Escalas;Ryan Bingham gosta de viver com uma mala para o trabalho, viajar pelo país despedindo pessoas, mas acha esse estilo de vida ameaçado pela presença de um interesse amoroso em potencial e uma nova contratação.;Comédia,Drama,Romance;7.4
Brat 2;Chegando a Moscou, Danila descobre Konstantin morto e ele se propõe a vingar sua morte, uma jornada que o leva a Chicago e uma experiência totalmente nova.;Ação,Policial,Drama;7.7
Como Estrelas na Terra;Um garoto de oito anos é acusado de ser problemático e preguiçoso, até que o novo professor de arte tem a paciência e compaixão para descobrir o verdadeiro problema por trás de suas lutas na escola.;Drama,Família;8.3
Invasão a Casa Branca;O agente do serviço secreto Mike Banning se encontra preso dentro da Casa Branca após um ataque terrorista e trabalha com a segurança nacional para resgatar o presidente de seus sequestradores.;Ação,Suspense;6.5
Náufrago;Um agente de FedEx sofre uma transformaçao física e emocional trás um accidente de avião que o deixa numa ilha desértica.;Aventura,Drama,Romance;7.8
Tom & Jerry: O Filme;Adaptação do clássico de Hanna-Barbera, revelando como Tom e Jerry se encontram pela primeira vez e formam sua rivalidade.;Animação,Aventura,Comédia;5.2
Além do Ringue;Um documentário sincero com foco no dia-a-dia dos lutadores profissionais, alguns em ascensão, outros em declínio e outros lutando por suas vidas.;Documentário,Biografia,Esportes;7.6
Livrai-nos do Mal;O policial de Nova York Ralph Sarchie investiga uma série de crimes. Une forças com um padre pouco convencional, educado nos ritos do exorcismo, para combater as possessões que aterrorizam sua cidade.;Ação,Aventura,Policial;6.2
