Título;Descrição;Gênero;Nota
Os Indomáveis;Um pequeno fazendeiro concorda em manter um homem capturado enquanto espera um trem para ir ao tribunal em Yuma. Uma batalha de vontades começa enquanto esse homem tenta enganar o fazendeiro.;Ação,Policial,Drama;7.7
Malena;Em meio ao clima de guerra, um adolescente que se descobre se apaixona por Malèna, uma mulher sensual que mora em uma pequena cidade italiana de mentalidade estreita.;Drama,Romance,Guerra;7.4
O Miado do Gato;História semi-real do assassinato de Hollywood que ocorreu em um encontro estrelado a bordo do iate de William Randolph Hearst em 1924.;Policial,Drama,Romance;6.4
O Segredo da Cabana;Cinco amigos vão de férias numa remota cabina, pronto descobrem a verdade trás a cabina na floresta.;Terror,Mistério,Suspense;7.0
Mulher na praia;A movie director entices his young friend to come to the beach on the pretext of writing a script. He then starts an affair with the friend's girlfriend.;Comédia,Drama,Romance;6.8
Voando Alto;A história de Eddie Edwards, o notoriamente tenaz saltador de esqui britânico que cativou o mundo nos Jogos Olímpicos de inverno de 1988.;Aventura,Biografia,Comédia;7.3
Computer Dreams;Hosted by Amanda Pays (Max Headroom, The Flash, Leviathan, Oxford Blues), this award-winning trip into the world of digital animation gives form to the fancies of the imagination in shapes and images that excite the eye and mind. A truly unforgettable visual experience with an exciting glimpse into the future.;Documentário,Animação;7.8
Oye Lucky! Lucky Oye!;Um ladrão reflete sobre sua vida e seus amores, enquanto a mídia especula como ele conseguiu realizar tantos assaltos.;Ação,Comédia,Policial;7.7
Na Solidão da Noite;The guests invited to weekend in the country share their supernatural stories, beginning with Walter Craig , who senses impending doom as his half-remembered recurring dream turns into reality.;Drama,Terror;7.6
A Premonição;A suburban housewife learns that she has a dreamworld connection to a serial murderer, and must stop him from killing again.;Drama,Fantasia,Suspense;5.5
Henrique V;A história de Henrique V de Inglaterra, que entra em guerra contra a França, comandando um exército com um menor número de soldados.;Biografia,Drama,História;7.5
Jinn;A man turns to a mysterious pair and a shackled mental patient for help in combating an ancient family curse.;Fantasia,Terror,Suspense;4.1
O Amor pode Dar Certo;Two people face a seemingly-insurmountable obstacle that might stand between them and a last chance at love.;Comédia,Drama,Romance;6.9
Renascido das Trevas;A man and his brother on a mission of revenge become trapped in a harrowing occult experiment dating back to the Third Reich.;Terror;5.3
Desejo Profano;A housewife living under her tyrannical husband has her life stressfully turned upside down after getting raped by a burglar.;Drama;7.7
Pietá;Um agiota é forçado a reconsiderar seu estilo de vida violento após a chegada de uma mulher misteriosa que afirma ser sua mãe há muito perdida.;Policial,Drama,Suspense;7.1
Lincoln;Durante a guerra civil dos Estados Unidos, o presidente continua lutando contra aqueles que não querem a abolição da escravidão.;Biografia,Drama,História;7.3
Refém;When a family is held hostage, former hostage negotiator Jeff Talley arrives at the scene. Talley's own family is kidnapped and Talley must decide which is more important: saving a family he doesn't even know or saving his own family.;Ação,Policial,Drama;6.5
Trailer Park Boys;Two petty felons have a documentary made about their life in a trailer park.;Comédia;7.9
Um Sonho Chamado Fred;A young woman finds her already unstable life rocked by the presence of a rambunctious imaginary friend from childhood.;Comédia,Drama,Fantasia;5.9
Welcome;A man falls in love with a beautiful woman, but later discovers that her brothers are gangsters.;Comédia,Policial,Drama;7.0
Killing Bono;Two brothers attempt to become global rock stars but can only look on as old school friends U2 become the biggest band in the world.;Comédia,Musical;6.3
Rain Man;O pai do egoísta Charlie Babbitt deixou uma fortuna para seu sábio irmão Raymond e uma desgraça para Charlie, eles viajam pelo campo.;Drama;8.0
A Falecida;Uma mulher obcecada pela morte quer um enterro de primeira classe para si mesma e até compra um caixão de luxo com antecedência.;Drama;7.5
Dinossauro;Um dinossauro órfão criado por lêmures se junta a uma árdua jornada até um santuário depois que uma chuva de meteoritos destrói a casa de sua família.;Animação,Aventura,Drama;6.4
Ladrões;Um grupo de assaltantes de bancos tem seu plano de milhões de dólares interrompido por um detetive durão.;Ação,Policial,Suspense;6.2
A Cartada Final;Apanhado no seu último roubou quando havia decidido parar, o ladrão profissional Nick Wells é forçado a aceitar um assalto perfeito, mas praticamente impossível, onde unirá forças com um jovem quando toda a sua vida trabalhou sozinho.;Ação,Policial,Drama;6.8
Meia-Noite em Paris;Um escritor nostálgico, viajando em Paris com a família de sua noiva, viaja para a década de 1920 todos os dias à meia-noite.;Comédia,Fantasia,Romance;7.7
A Seleção;Uma oficial de admissão de Princeton que está prestes a conseguir uma grande promoção coloca sua carreira em risco ao conhecer um estudante alternativo que pode ser o filho que ela deu anos atrás em uma adoção secreta.;Comédia,Drama,Romance;5.7
Último Tango em Paris;Enquanto procura casa em Paris, uma bela jovem conhece um americano recentemente viúvo. Instantaneamente iniciam um tórrido caso sexual, combinando não revelar nada das suas vidas. Mas os acontecimentos vão fugir ao controlo de ambos.;Drama,Romance;6.9
O Idiota do Meu Irmão;Um idealista invade a vida de suas três irmãs.;Comédia,Drama;6.4
Faults;Um desprogramador de culto deve ajudar um casal cuja filha se uniu recentemente a um culto.;Drama,Mistério,Suspense;6.7
Criaturas 2;Eggs of the small but voracious alien creatures called Crites are left behind on earth and, after hatching, set their appetites on the small farm town of Grover's Bend.;Comédia,Terror,Ficção científica;5.5
Máfia!;Takeoff on the Godfather with the son of a mafia king taking over for his dying father;Comédia,Policial;5.5
A Hora do Lobisomem;Um lobisomem aterroriza uma pequena cidade onde vive o paralítico Marty Coslaw, seu tio e sua irmã, a contadora da história.;Terror;6.3
Salmo Vermelho;Set in the 1890s on the Hungarian plains, a group of farm workers go on strike in-which they face harsh reprisals and the reality of revolt, oppression, morality and violence.;Drama,Musical,Guerra;6.8
Gigolô por Acidente;Um limpador de aquário conhece um gigolô, para ser forçado a se tornar um.;Comédia,Romance;5.7
O Verão da Minha Vida;Duncan, tímido de 14 anos, vai de férias de verão com sua mãe, seu namorado prepotente e a filha de seu namorado. Duncan tem dificuldade para se ajustar e encontra um amigo inesperado em Owen, gerente do parque aquático Water Wizz.;Comédia,Drama;7.4
Despertar dos Mortos;Depois de uma crescente epidemia de zumbis que se levantaram dos mortos, dois SWAT da Filadélfia, um repórter de trânsito e sua namorada, uma executiva de TV, procuram refúgio em um centro comercial isolado.;Terror,Suspense;7.8
Arvottomat;A criminal, his friend and his former girlfriend find their lives intertwining with each other.;Policial,Drama;7.3
Mentes que Brilham;Uma mãe solteira cria um filho prodígio sozinha, lutando para dar-lhe todas as oportunidades de que ele precisa para expressar seu dom.;Drama;6.6
Provas e Trapaças;At a Catholic high school, a sophomore newspaper reporter investigates a case of stolen SAT exams. He thinks he's nailed the suspect and managed to get the popular girl when he realises a larger conspiracy is afoot.;Comédia,Policial,Mistério;6.2
Nascido para Matar;A calculating divorcée risks her chances at wealth and security with a man she doesn't love by getting involved with the hotheaded murderer romancing her foster sister.;Policial,Drama,Filme noir;7.2
O Cavaleiro Elétrico;A rodeo star past his prime steals his company's horse and rides into the desert, with a feisty reporter accompanying him.;Comédia,Drama,Romance;6.4
A Colina Escarlate;Depois de uma tragédia familiar, uma aspirante a escritora se vê dividida entre o amor por seu amigo de infância e a tentação de um estranho misterioso. Tentando escapar dos fantasmas de seu passado, ela é arrastada para uma casa que respira, sangra e lembra.;Drama,Terror,Mistério;6.5
Em Rota De Colisão;A young woman commits a hit-and-run, then finds her fate tied to her victim.;Comédia,Policial,Drama;6.4
Românticos Anônimos;Jean-René, owner of a chocolate factory, and Angélique, a talented chocolate maker, are too shy to admit their love for each other. Will they come together thanks to their common passion?;Comédia,Romance;6.8
A Mexicana;"Jerry pertence a um gangue de criminosos e tem de ir ao México buscar uma pistola antiga e valiosa chamada ""A Mexicana"", ou então irá sofrer as consequências. Porém, a namorada, Sam, resolve ir atrás dele.";Aventura,Comédia,Policial;6.1
O Castelo Animado;Uma jovem sem autoconfiança é amaldiçoada com um corpo envelhecido por uma bruxa odiosa. Sua única chance de quebrar o feitiço é um jovem feiticeiro em um castelo itinerante.;Animação,Aventura,Família;8.2
Desafio no Bronx;Um pai se preocupa quando um gângster local faz amizade com seu filho no Bronx nos anos 60.;Policial,Drama;7.8
Final Feliz;"A dark comedy about a murder and its consequences presented in a backwards manner, where death is actually a rebirth. The film starts with an ""execution"" of the main protagonist and goes back to explore his previous actions and motivations.";Comédia,Policial;7.9
A Cor da Noite;Um psiquiatra daltônico Bill Capa é perseguido por um assassino desconhecido após assumir o grupo de terapia de seu amigo assassinado, todos têm uma conexão com uma jovem misteriosa com quem Capa começa a ter encontros sexuais intensos.;Drama,Mistério,Romance;5.2
O Castelo no Céu;"Sob o disfarce de um documentário brutalmente honesto, este filme de propaganda malévola alega ser projetado para representar o ""verdadeiro"" judeu quando as máscaras da civilização ocidental caem.";Animação,Aventura,Família;8.0
O Quarto do Filho;Um psicanalista e sua família passam por um profundo trauma emocional quando seu filho morre em um acidente de mergulho.;Drama;7.3
Guerreiros do Inferno;In the middle of World War I, nine British soldiers caught behind enemy lines seek refuge in a complex network of German trenches. What they soon discover is that they aren't alone - and it isn't a German soldier that's hunting them down.;Drama,Terror,Guerra;5.9
Donnie Brasco;Um agente secreto do FBI infiltra-se na máfia e se identifica mais com a vida da máfia que com sua vida normal.;Biografia,Policial,Drama;7.7
A Alegre Divorciada;A woman thinks a flirting man is the co-respondent her lawyer has hired to expedite her divorce.;Comédia,Musical,Romance;7.4
Keoma;Um antigo pistoleiro mestiço da União tenta proteger sua cidade natal, assolada pela peste, de ser dominada por seus meio-irmãos racistas e um tirano confederado.;Drama,Faroeste;7.0
O Resgate;A young man, broke and jobless, abducts three rich college kids to try and get money from their fathers.;Policial,Suspense;6.1
Comer, Rezar, Amar;"Uma mulher casada percebe como seu casamento realmente é infeliz e que sua vida precisa tomar uma direção diferente. Após um doloroso divórcio, ela parte em uma jornada ao redor do mundo para ""se encontrar a si mesma"".";Biografia,Drama,Romance;5.8
Retreat;Kate and Martin escape from personal tragedy to an Island Retreat. Cut off from the outside world, their attempts to recover are shattered when a Man is washed ashore, with news of airborne killer disease that is sweeping through Europe.;Drama,Terror,Suspense;5.7
Terra Prometida;At the turn of the century, Lodz, Poland was a quick-paced manufacturing center for textiles, replete with cutthroat industrialists and unsafe working conditions. Three young friends, a Pole, a Jew and a German, pool their money together to build a factory. The movie follows their ruthless pursuit of fortune.;Drama;7.8
Coração de Trovão;Um jovem agente do FBI mestiço é designado para trabalhar com um investigador veterano e cínico em um assassinato que ocorreu em uma reserva Sioux dominada pela pobreza.;Policial,Mistério,Suspense;6.8
Tartarugas Podem Voar;Perto da fronteira iraquiana-turca e às vésperas de uma invasão americana, crianças refugiadas medem e aguardam seu destino.;Drama,Guerra;8.0
A Luz é para Todos;Um repórter finge ser judeu para cobrir uma história sobre antissemitismo e sente, na pele, as reais profundezas da intolerância e do ódio.;Drama,Romance;7.2
A Criança Secreta;"Four chapters based on the birth of a 'secret child', or a film, with chapter titles: ""La séction Césarienne"" (Caesarian section: a descriptive detail introducing the mother), ""Le dernier guerrier"" (the last warrior: how the father sees himself), ""Le cercle ophydique"" (the serpent's closed circle: the couple reunites at the psychiatric ward), ""Les forêts désenchantées...";Drama;6.5
Cinzas Do Passado;Um assassino de coração partido se muda para o deserto, onde encontra espadachins habilidosos para executar seus assassinatos encomendados.;Ação,Drama;7.0
Petla;One day in the life of an alcohol addict. With the help of his girlfriend Krysia, Kuba attempts to regain control of his life. But when she's at work, Kuba is home alone, and it becomes hard not to resist the temptation.;Drama;7.7
Sangue e Chocolate;A teenage werewolf is torn between honoring her family's secret and her love for a man.;Drama,Fantasia,Terror;5.3
Três... Extremos;Uma trilogia asiática transcultural de filmes de terror realizados por realizadores independentes.;Terror;6.9
Crimes em Happytime;Quando o elenco de marionetes de um programa de televisão infantil dos anos 90 começa a ser morto um a um, um detetive de Los Angeles vira marionete e assume o caso.;Ação,Comédia,Policial;5.4
Um Passo em Falso;Um chefe de polícia de uma pequena cidade aguarda a chegada de uma gangue de assassinos.;Policial,Drama,Suspense;7.1
35 Doses de Rum;A relação entre pai e filha se torna complicada pela chegada de um jovem bonito.;Drama;7.1
Uma Vida Iluminada;A young Jewish American man, with the help of an eccentric local, endeavors to find the woman who saved his grandfather during World War II in a Ukrainian village that was ultimately razed by the Nazis.;Comédia,Drama;7.4
Tristão & Isolda;Após a Inglaterra ser atacada pela Irlanda, Marke é eleito rei para fazer a paz. O seu filho, dado como morto, é encontrado pela filha do rei irlandês e ambos se apaixonam sem saberem que Marke quer selar a paz casando-se com ela.;Ação,Drama,Romance;6.8
O Nocaute de Jerry;A 40-year-old who gave up a promising amateur boxing career 21 years ago is offered a path to the Olympics.;Comédia,Romance,Esportes;7.1
Der Wixxer;A mysterious serial killer is shocking the underworld. Scotland Yard is investigating the case. Clues lead the detectives to Blackwhite Castle.;Comédia,Policial,Mistério;6.2
Poesia;Uma mulher nos seus sessenta anos, confrontada com a descoberta de um crime familiar terrível e nas fases iniciais da doença de Alzheimer, encontra força e propósito quando se inscreve numa aula de poesia.;Drama;7.8
Rhyme & Reason;A study in the world of hip-hop, done mostly with interviews, in order to see why it is as popular as it is today and what the future holds.;Documentário,Musical;7.4
Sniper, O Atirador;Um franco-atirador da Marinha dos EUA é parceiro de um membro da SWAT para eliminar líderes rebeldes nas selvas do Panamá.;Ação,Suspense,Guerra;6.1
Golpe de Misericordia;In Colorado territory, outlaw Wes McQueen escapes jail to pull a railroad robbery but, upon meeting pretty settler Julie Ann, he wonders about going straight.;Faroeste;7.2
Animal;When plans for a weekend vacation hit a dead end, a group of close-knit friends find themselves stranded in unfamiliar territory, pursued by a menacing, blood thirsty predator.;Ação,Aventura,Drama;4.6
Azumi 2;Young assassins Azumi and Nagara continue their mission to prevent a civil war. In their hunt for Masayuki Sanada, who is protected by both an army and a dangerous clan, they meet Ginkaku, a person who shows a remarking resemblance with former friend Nachi.;Ação;6.2
A Pequena Sereia;Uma princesa sereia faz um acordo com uma bruxa inescrupulosa para encontrar um príncipe humano em terra.;Animação,Aventura,Comédia;7.6
Pacto Sinistro;Um psicopata força uma estrela do tênis a cumprir sua teoria de que dois estranhos podem escapar de um assassinato.;Policial,Drama,Filme noir;7.9
O Senhor dos Anéis;A Sociedade do Anel embarca em uma jornada através da Terra-Média para destruir o lendário Anel e impedir que ele caia nas mãos de Sauron, o Senhor do Escuro.;Animação,Aventura,Fantasia;6.2
Boy;Boy, um garoto de 11 anos e fã de Michael Jackson, tem a oportunidade de conhecer seu pai, um criminoso que voltou para encontrar uma sacola de dinheiro que ele enterrou anos atrás.;Comédia,Drama;7.5
Leis da Atração;Os poderosos advogados de divórcios, Audrey Woods e Daniel Rafferty, viram o amor dar errado em todos os seus piores cenários - então, quão ruins poderiam ser suas chances?;Comédia,Romance;5.8
Uma Longa Jornada;A vida de um jovem casal está entrelaçada com um homem muito mais velho, pois ele reflete sobre um amor passado.;Comédia,Drama,Romance;7.0
Mapas para as Estrelas;Uma viagem através do coração de uma família de Hollywood que persegue celebridades, uns aos outros e os fantasmas implacáveis de seu passado.;Comédia,Drama;6.2
Abismo do Terror;Uma equipa de pessoal da marinha estacionada numa base temporária no fundo do oceano e encarregada de instalar mísseis nucleares, descobre uma enorme caverna subaquática que alberga uma criatura pré-histórica gigante.;Ação,Terror,Ficção científica;5.3
Moonwalker;"A antologia de Michael Jackson, estrelando-o no seu melhor, combinando vários videoclipes de seu álbum de sucesso ""Bad"", com uma história fantástica do confronto de Michael com um cruel traficante de drogas conhecido como Mr. Big.";Ação,Policial,Fantasia;6.0
Por Trás das Câmeras;"Três atores descobrem que as suas respectivas atuações no filme ""Home for Purim"", um drama ambientado em meados da década de 1940 no sul-americano, estão a gerar zumbido durante a época dos prêmios.";Comédia;6.3
Johnny & June;Uma crônica da vida da lenda da música country Johnny Cash, desde seus primeiros dias em uma fazenda de algodão em Arkansas até sua fama com a Sun Records em Memphis, onde gravou ao lado de Elvis Presley, Jerry Lee Lewis e Carl Perkins.;Biografia,Drama,Musical;7.8
Wolfwalkers;Uma jovem caçadora aprendiz e seu pai viajam para a Irlanda para ajudar a acabar com a última matilha de lobos. Mas tudo muda quando ela faz amizade com uma garota misteriosa que, segundo os rumores, se transforma em um lobo à noite.;Animação,Aventura,Família;8.0
Victim;A young man finds himself held captive by a mysterious doctor and his brutish henchman.;Terror,Suspense;5.9
Himizu;After two teenagers from abusive households befriend each other, their lives take a dark adventure into existentialism, despair, and human frailty.;Policial,Drama;7.0
Stallone: Cobra;Um policial deve proteger a única testemunha sobrevivente de um bizarro culto assassino com planos de grande escala.;Ação,Policial,Suspense;5.8
As Irmãs de Gion;Two geisha sisters lead a hard life in the Gion district of Kyoto. After one of them feels obliged to support a bankrupt businessman, the other sister sets up various schemes to get rid of him.;Drama;7.4
The Survivalist;In a time of starvation, a survivalist lives off a small plot of land hidden deep in forest. When two women seeking food and shelter discover his farm, he finds his existence threatened.;Drama,Ficção científica,Suspense;6.4
Billa;Um policial persegue o gangster internacional Billa, e passa a ser o único a vê-lo morrer. Ele coloca Velu, o sósia de Billa, dentro da gangue para obter informações. Mas Velu é acusado de matar o policial.;Ação,Policial,Suspense;7.3
Ritmo de um Sonho;Com a ajuda de seus amigos, um cafetão de Memphis em uma crise de meia-idade tenta se tornar um apresentador de hip-hop de sucesso.;Policial,Drama,Musical;7.3
Zombie Island Massacre;Americans on vacation in the Caribbean take a tour of a nearby island at night and watch a local voodoo ritual. Soon after, they find themselves stranded on the island and under attack by unseen foes. One by one they meet violent ends.;Suspense;3.2
A Espada Era a Lei;Um pobre garoto chamado Arthur aprende o poder do amor, bondade, conhecimento e coragem com a ajuda de um mágico chamado Merlin, que o ajuda a se tornar um dos reis mais amados da história da Inglaterra.;Animação,Aventura,Comédia;7.1
Milestones;"""A many-faceted portrait of those individuals who sought radical solutions to social problems in the United States during the 1960s and 1970s. It cuts back and forth between six major story lines and more than fifty characters, and across a vast landscape, to explore the lifestyles and attitudes of the American left who faced both personal and hhistorical transitions ...";Documentário,Drama;7.1
As Sufragistas;Em 1912, Londres, uma jovem mà e trabalhadora é galvanizada em ativismo político radical apoiando o direito das mulheres a votar, e está disposta a enfrentar a violência com violência para alcançar esse fim.;Drama,História;6.9
Minha Querida Dama;Um americano herda um apartamento em Paris, que vem com um residente inesperado.;Comédia,Drama,Romance;6.3
Mulan;Para salvar seu pai da morte no exército, uma jovem solteira vai secretamente em seu lugar e se torna um dos maiores heróis da China no processo.;Animação,Aventura,Comédia;7.6
O Sal da Terra;A vida e obra do fotógrafo Sebastião Salgado, que passou quarenta anos documentando sociedades privadas em lugares ocultos do mundo.;Documentário,Biografia,História;8.4
Linha de Ação;Numa cidade cheia de injustiças, o ex polícia o Billy Taggar procura vingança trás ser enganado e culpado por Nicholas Hostetler.;Ação,Policial,Drama;6.1
Sem Amanhã;After an unhappy marriage, a woman of the world is forced to become a dancer in a cabaret in order to raise her young son.;Drama;7.1
Tudo por Amor;Uma enfermeira se apaixona por um homem com doença terminal.;Drama,Romance;6.0
Duo sang;Autobiographical story about the life of a poor family in the Taiwanese countryside during the 1940s and 1950s as the Japanese rule of the island ends and nationalist forces of Kwomintang arrive when the Communists take the mainland.;Drama;7.4
Mulheres ao Ataque;Depois de descobrir que seu namorado é casado, Carly logo conhece a esposa que ele está traindo. E quando mais um caso de amor é descoberto, as três mulheres se unem para tramar vingança contra o filho da mãe de três tempos;Comédia,Romance;6.0
Pais e Filhos;Ryota é um homem de negócios viciado no trabalho. Quando ele descobre que seu filho foi trocado por outro menino após o nascimento, ele se depara com a decisão de escolher seu verdadeiro filho ou o garoto que ele e sua esposa criaram.;Drama;7.8
Papai Bate um Bolão;Family man Phil Weston, a lifelong victim of his father's competitive nature, takes on the coaching duties of a kids' soccer team, and soon finds that he's also taking on his father's dysfunctional way of relating.;Comédia,Família,Romance;5.6
Thelma & Louise;Duas melhores amigas fugem numa persecução da polícia para evitar os crimes feitos.;Aventura,Policial,Drama;7.5
Uma Noite Alucinante 2;O único sobrevivente de uma avalanche de espíritos possuidores de carne entra em uma cabana com um grupo de estranhos, enquanto os demônios continuam seu ataque.;Comédia,Terror;7.7
Cães de Aluguel;Quando um simples roubo de jóias dá errado, os criminosos sobreviventes começam a suspeitar que um deles é um informante da polícia.;Policial,Drama,Suspense;8.3
Amor Antes e Depois;An old-fashioned romantic tells his personal love story to a modern man who has just broken up with his girlfriend. Has love really ever changed?;Comédia,Drama,Romance;6.8
Um Traidor entre Nós;Fifteen years after WWII, a group of ex-resistance fighters are brought together by Marie-Octobre, so that the former members of the network can finally relive one fateful night and find out who betrayed their murdered leader, Castille.;Drama,Mistério;7.5
Hatsukoi: Jigoku-hen;A teenage goldsmith with a dark past tragically falls in love with a young nude model.;Drama,Romance;7.2
Wojaczek;Episodes from the last few years in the life of iconic Silesian poet Rafal Wojaczek. His provocative and scandalous life as well as tragic premature death made him a true literary legend.;Biografia,Drama;6.9
Jojo Rabbit;Um jovem parte do exército nazi, descobre que sua mãe esconde uma jovem judia na sua casa.;Comédia,Drama,Guerra;7.9
Sementes de Violência;Um novo professor de inglês em uma escola violenta e indisciplinada da cidade está determinado a fazer seu trabalho, apesar da resistência tanto dos alunos quanto do corpo docente.;Policial,Drama;7.4
Garantia de Morte;Em uma prisão violenta e corrupta, o policial condecorado Louis Burke deve se infiltrar na prisão e encontrar respostas para uma série de assassinatos internos. O que ele encontra é uma luta de vida ou morte ligada ao seu próprio passado.;Ação,Policial,Mistério;5.6
Tosun Pasa;"Late 19th century in Alexandria. Two traditionally rival Turkish families, ""Seferoglu""s and ""Tellioglu""s are competing for the ""Green Valley"". The winner will be determined by Daver Bey, who has a beautiful young daughter, Leyla. Both families try to arrange a marriage between a man from their family and Leyla, so that Daver Bey will be inclined to give the green vall...";Comédia,História;8.9
Landscape Suicide;"In ""Landscape Suicide"" Benning continues his examination of Americana through the stories of two murderers. Ed Gein was a Wisconsin farmer and multiple murderer who taxidermied his victims in the 1950s. Bernadette Prott was a California teenager who stabbed a friend to death over an insult in 1984. Benning's distanced approach to such grisly material is as far removed...";Policial,Drama;7.3
Flores Partidas;Don Johnston é abandonado por sua última esposa, mas recebe uma carta de um ex-amante informando-o de que tem um filho que pode estar procurando por ele. Um detetive vizinho exorta Don a embarcar em uma busca de respostas.;Comédia,Drama,Mistério;7.2
Um Lugar Silencioso;Em um mundo pós-apocalíptico, uma família é forçada a viver em silêncio enquanto se esconde de monstros com audição ultra-sensível.;Drama,Terror,Ficção científica;7.5
Hype!;"Documentary covering the growth and subsequent overexposure of the Seattle ""grunge"" music scene in the early 90s";Documentário,História,Musical;7.6
A Bela do Palco;A female theatre dresser creates a stir and sparks a revolution in seventeenth century London theatre by playing Desdemona in Othello. But what will become of the male actor she once worked for and eventually replaced?;Drama;7.1
Estrada para Perdição;O filho de um mafioso testemunha um assassinato, forçando ele e seu pai a escapar em um caminho de redenção e vingança.;Policial,Drama,Suspense;7.7
O Grande Chefe;An IT company hires an actor to serve as the company's president in order to help the business get sold to a cranky Icelander.;Comédia;6.6
Drak sa vracia;This is a ballad about love, hate, and a search for a way out of loneliness. It is a dramatic story about the strange potter, Martin Lepis, nicknamed Dragon, who is suspected by the villagers as the cause of natural disasters. He loses his beloved, his home, and his freedom due to false accusations. After years he returns to his native village. Putting his own life to...;Drama;7.2
Super Fly;The daily routine of cocaine dealer Priest who wants to score one more super deal and retire.;Ação,Policial,Drama;6.4
As Panteras: Detonando;Os Angeles investigam uma série de assassinatos que ocorreram após o roubo de um banco de dados de proteção a testemunhas.;Ação,Aventura,Comédia;4.9
Foi Apenas um Sonho;Um jovem casal que vive em um subúrbio de Connecticut, na década de 1950, luta para resolver seus problemas pessoais enquanto tenta criar seus dois filhos.;Drama,Romance;7.3
Feitiço do Coração;A man who falls in love with the woman who received his wife's heart must decide which woman it is who holds his heart.;Comédia,Drama,Romance;6.9
Eu, Mamãe e os Meninos;A young man named Guillaume finds out that own personality is not such a simple thing.;Comédia;6.6
Os Rivais;A minor car accident drives two rival aluminum-siding salesmen to the ridiculous extremes of man versus man in 1963 Baltimore.;Comédia,Drama;6.6
Traídos pelo Destino;"A vida de duas famílias mudou para sempre após uma tragédia fatal ocorrida na ""Reservation Road"".";Policial,Drama,Suspense;6.6
Topázio;Um agente de inteligência francês se envolve na política da Guerra Fria primeiro descobrindo os eventos que levaram à Crise dos Mísseis Cubanos de 1962, e depois volta à França para desmantelar uma rede internacional de espiões russos.;Drama,Suspense;6.2
Holy Motors;Do amanhecer ao anoitecer, algumas horas na vida sombria de um homem místico chamado Monsieur Oscar.;Drama,Fantasia;7.0
Eros + Massacre;Two interwoven stories. The first is a biography of anarchist Sakae Osugi which follows his relationship with three women in the 1920s. The second centers around two 1960s' students researching Osugi's theories.;Biografia,Drama;7.5
12 Anos de Escravidão;O Solomon Northup um homem preto livre de Nova Iorque é raptado e vendido na escravidão;Biografia,Drama,História;8.1
Marcados Pelo Ódio;Truman, a Chicago cop, sets out to find the killer of his brother. Meanwhile, another of his brothers, Briar (a hillbilly) decides to find the killer himself.;Ação,Policial,Suspense;5.8
O Conformista;Um italiano de vontade fraca torna-se um lacaio fascista que vai ao exterior para organizar o assassinato de seu antigo professor, agora um dissidente político.;Drama;7.9
Obsessiva;Um gerente bem-sucedido, que acaba de receber uma grande promoção, está feliz em sua carreira e em seu casamento. Mas quando um trabalhador começa a assediá-lo, todas as coisas pelas quais ele trabalhou tanto são colocadas em perigo.;Comédia,Drama,Romance;5.0
O Último Ato;A stage actor who is slowly losing his mind engages in a relationship with a sexually confused younger woman.;Comédia,Drama,Romance;5.5
A Múmia;Uma múmia egípcia procura na cidade do Cairo pela garota que ele pensa ser sua princesa há muito tempo perdida.;Fantasia,Terror;7.0
O Presente;A vida de um jovem casal se complica quando um conhecido do passado do marido traz presentes misteriosos e um segredo hediondo à luz depois de mais de vinte anos.;Drama,Mistério,Suspense;7.0
A Noiva Isca;When the world's media descend on the remote Scottish island where a Hollywood actress is attempting to get married, a local girl is hired as a decoy bride to put the paparazzi off the scent.;Comédia,Drama,Romance;6.1
Romeu + Julieta;A famosa obra do Shakespeare é levada a Verona com o diálogo original.;Drama,Romance;6.7
As Mãos de Orlac;A world-famous pianist loses both hands in an accident. When new hands are grafted on, he doesn't know they once belonged to a murderer.;Policial,Terror,Mistério;7.0
Os Anos de Luz;An evil force from a 1000 years in the future begins to destroy an idyllic paradise, where the citizens are in perfect harmony with nature.;Animação,Aventura,Fantasia;7.0
Stolen Lives;A detective deals with the loss of his own son while trying to uncover the identity of a boy whose mummified remains are found in a box buried for fifty years.;Policial,Drama,Mistério;6.1
O Vidente;Um mágico de Las Vegas que pode ver o futuro é perseguido por agentes do FBI que procuram usar suas habilidades para evitar um ataque terrorista nuclear.;Ação,Ficção científica,Suspense;6.2
Silverado;Um grupo de amigos desajustados se reúne para corrigir as injustiças que existem em uma pequena cidade.;Ação,Policial,Drama;7.2
O Massacre de Rosewood;A dramatization of a 1923 horrific racist lynch mob attack on an African-American community.;Ação,Drama,História;7.2
Butch Cassidy;Wyoming, início de 1900. Butch Cassidy e The Sundance Kid são líderes de bandidos. Depois que um roubo de trem dá errado, eles fogem, com um pelotão atrás deles. A solução, fugir para Bolívia.;Biografia,Policial,Drama;8.0
Coração Satânico;Um investigador particular é contratado por Louis Cyphre para encontrar o cantor Johnny Favorite. Mas a investigação toma um rumo inesperado e sombrio.;Terror,Mistério,Suspense;7.3
A Vingança de Vijay;A young boy's quest for revenge leads him to become a gangster as an adult, and with each day he becomes more and more like his enemies. Can he find vengeance and redemption?;Ação,Policial,Drama;7.6
Pasookkoon;Three best friends, Ki-tae, Dong-yoon, and Hee-june, they thought their friendship would last forever. A few tiny cracks of distrust start to develop among these best friends. Ki-tae and Hee-june are suddenly filled with misunderstanding and hated, and Ki-tae starts to use violence against Hee-june. When Dong-yoon finds out about Ki-tae's behavior toward Hee-june, he ...;Drama;7.2
